customer_id,full_name,gender,age,region,city,phone_number,email,sim_type,plan_name,plan_price,activation_date,contract_length_months,monthly_data_used_gb,monthly_voice_minutes,monthly_sms_count,monthly_bill_amount,payment_method,payment_status,last_payment_date,device_type,device_brand,network_type,customer_service_calls,complaint_type,satisfaction_score,churn_status,signup_channel,referral_code,account_balance
CUST11348,Deeqa Osman,M,29,Gedo,Galkayo,0357188683,deeqa.osman484@yahoo.com,postpaid,Business Pro,20,05/01/2025,24.0,17.58,827,63,32.92,EVC Plus,Pending,18-May-2026,Smartphone,Tecno,4G,11,SIM Swap,N/A,No,Online,,110.15
CUST12152,Said Osman,female,21,Togdheer,Marka,+252 06 929 5124,,Prepaid,Student Plan,4,2020-06-22,,4.98,530,190,11.27,Bank Transfer,Overdue,12-Dec-2024,Smartphone,,2G,11,Network Issue,2,No,Agent,,59.83
CUST12931,Anisa Elmi,Male,50,Bay,Garowe,0586438264,anisa.elmi501@,Postpaid,Data Saver,5,07-30-2024,24.0,4.33,1496,234,5.61,Cash,Overdue,2025/10/19,Mobile Hotspot,Xiaomi,3G,10,None,2,0,Call Center,,196.82
CUST10933,Omar Xasan,Female,39,Mudug,Baidoa,252021367160,omar.xasan319@gmail.com,Postpaid,Business Pro,20,2021/09/24,,2.98,1933,81,22.39,BANK TRANSFER,Overdue,2025/05/23,Smartphone,Tecno,3G,7,Slow Data,5,0,Online,,179.26
CUST15350,Rahma Elmi,Female,150,Hiiraan,Burao,0185 785 035,rahma.elmi538@gmial.com,Prepaid,Family Share,12,2022/12/18,0.0,5.28,1443,329,16.13 USD,BANK TRANSFER,Paid,28-Nov-2026,Mobile Hotspot,Infinix,4G LTE,1,Billing Dispute,N/A,0,Agent,REF5978,-3.24
CUST10273,Sagal Elmi,female,38,Lower Shabelle,Garowe,252742388565,sagal.elmi878@gmail.com,  Postpaid  ,Unlimited Max,25,07-21-2022,0.0,9.78,370,327,30.73,cash,Failed,06-15-2026,Feature Phone,Itel,2G,3,Billing Dispute,5,Y,Call Center,,146.49
CUST12947,Sagal Ahmed,Male,39,Hiiraan,Hargeisa,+252 94 769 8332,sagal.ahmed112@gmail.com,  Postpaid  ,Family Share,12,14/06/2020,12.0,2.84,1591,433,12.92,Zaad,Failed,19/06/2026,Mobile Hotspot,Xiaomi,2G,2,SIM Swap,5,1,Retail Store,,151.22
CUST12818,Ubah Nur,Male,48,Togdheer,Jowhar,0274 614 224,ubah.nur313@,prepaid,Basic Talk,3,15-Apr-2025,0.0,0.04,1920,160,5.63,credit card,Paid,2024-07-27,Tablet,Infinix,4G LTE,9,No Complaint,5,Y,Agent,,11.34
CUST12041,Amina Ismail,M,20,Hiiraan,Burao,0942620619,amina.ismail226@hotmail.com,postpaid,Weekend Booster,2,17-Dec-2022,0.0,3.3,1176,423,6.87,credit card,Overdue,02-07-2024,Smartphone,iPhone,4G,6,SIM Swap,2,No,  Agent  ,,13.09
CUST18343,Ikran Dahir,Male,51,Togdheer,Hargeisa,+252627245238,ikran.dahir751@gmial.com,Prepaid,Unlimited Max,25,2025/02/27,24.0,2.52,313,436,29.14,SAHAL,Pending,2025-03-01,Tablet,Xiaomi,2G,4,None,,N,Agent,,182.97
CUST18529,Mohamed Ahmed,female,27,Sanaag,Garowe,252708540444,mohamed.ahmed885@gmail.com,prepaid,Student Plan,4,26/01/2023,,4.03,1324,493,8.99,Cash,Overdue,2024/06/24,Smartphone,Huawei,2G,14,None,5,Yes,Agent,,180.4
CUST13389,Halima Dahir,female,19,Togdheer,Kismayo,252702282676,halima.dahir23@yahoo.com,Prepaid,Weekend Booster,2,03-20-2020,6.0,4.4,1249,52,6.31,Cash,Overdue,03-15-2026,Tablet,Nokia,2G,7,Billing Dispute,5,Y,Retail Store,,29.11
CUST15806,Warsame Aden,female,74,Hargeisa,Galkayo,+252805665165,warsame.aden168@,POSTPAID,Student Plan,4,02-26-2024,0.0,1.68,1739,23,6.86,  Zaad  ,Pending,2024/03/29,Smartphone,Tecno,2G,5,None,2,1,  Retail Store  ,,168.41
CUST14675,Ahmed Elmi,female,40,Sanaag,Jowhar,252801571041,ahmed.elmi292@yahoo.com,POSTPAID,Weekend Booster,2,06-22-2024,24.0,8.7,2208,245,10.85,bank transfer,Pending,02-19-2026,Feature Phone,Xiaomi,4G LTE,11,None,N/A,1,Referral,,95.28
CUST12878,Liban Dahir,Male,31,Mogadishu,Hargeisa,0191 360 812,liban.dahir227@gmail.com,Prepaid,Student Plan,4,21/03/2025,6.0,3.58,1501,378,8.17,Zaad,Overdue,,Tablet,Huawei,2G,9,Slow Data,2,N,Online,,122.62
CUST17767,Maryam Abdullahi,Male,75,Sanaag,Jowhar,0235 979 825,maryam.abdullahi860@gmial.com,Prepaid,Weekend Booster,2,2020-03-06,6.0,1.9,2429,456,4.01,Bank Transfer,Paid,2026/05/10,Mobile Hotspot,Nokia,2G,13,Network Issue,1,Y,retail store,,8.72
CUST15175,Waris Guled,Female,57,Mogadishu,Kismayo,0498 182 540,waris.guled424@yahoo.com,Prepaid,Data Saver,$5.00,2025/11/22,12.0,6.79,2792,451,11.94,EVC Plus,Overdue,2026-06-24,Feature Phone,Tecno,3G,15,Network Issue,3,No,Call Center,,40.95
CUST16024,Hodan Nur,Female,47,Bari,Kismayo,+252213559034,,postpaid,Unlimited Max,25,2022/07/02,,0.38,1467,327,-23.41,evc plus,Overdue,,Smartphone,Itel,4G LTE,1,No Complaint,1,Y,Agent,REF5410,160.1
CUST15166,Osman Hussein,Male,49,Hiiraan,Jowhar,0827 789 715,osman.hussein124@hotmail.com,PREPAID,Data Saver,5,04-20-2023,,0.94,2555,134,7.66,EVC Plus,Failed,2024-09-25,Tablet,Nokia,4G,5,Slow Data,2,Yes,Agent,,3.88
CUST16336,Ahmed Guled,F,70,Bari,Mogadishu,+252645063143,ahmed.guled164@gmail.com,PREPAID,Student Plan,4,2022/01/09,24.0,0.74,425,396,5.57,ZAAD,Paid,2025/12/18,Mobile Hotspot,Samsung,4G LTE,8,SIM Swap,1,N,Online,,50.6
CUST11266,Bashir Mohamud,male,41,Hiiraan,Bosaso,+252605692745,bashir.mohamud739@,Postpaid,Data Saver,5,2024/10/25,12.0,1.99,2574,388,7.65,Sahal,Paid,13/03/2026,Smartphone,Huawei,4G LTE,13,Network Issue,3,0,AGENT,,3.88
CUST16532,Tarik Nur,male,65,Bari,Bosaso,252443657846,tarik.nur815@,Prepaid,Business Pro,20,11-06-2024,,10.43,1987,326,24.11,Zaad,Paid,2024-10-09,Smartphone,Tecno,3G,7,Network Issue,2,1,  Agent  ,,170.08
CUST14091,Anisa Farah,M,51,Jubbada Hoose,Marka,252620008991,anisa.farah572@hotmail.com,PREPAID,Student Plan,4,2021-07-25,0.0,1.67,602,176,7.49,EVC Plus,Overdue,10/07/2024,Tablet,Xiaomi,2G,14,Network Issue,4,N,Retail Store,,45.35
CUST14181,Kaltuun Nur,Female,54,BAY,Garowe,+252 13 388 4437,kaltuun.nur440@,PREPAID,Basic Talk,3,22-Jan-2025,,4.47,1032,252,6.6,  Bank Transfer  ,Pending,,Mobile Hotspot,Infinix,4G LTE,14,SIM Swap,4,No,Agent,,175.61
CUST13140,Cabdi Sheikh,M,64,Jubbada Hoose,Burao,+252301913633,cabdi.sheikh596@hotmail.com,Postpaid,Student Plan,$4.00,2024/06/18,24.0,1.86,1154,206,5.37,zaad,Paid,08-11-2026,Feature Phone,Infinix,3G,11,Call Drop,2,1,RETAIL STORE,,11.31
CUST17699,Sahra Sheikh,Male,65,Togdheer,Berbera,+252 96 859 4937,,Postpaid,Business Pro,20,2023/05/24,6.0,1.3,1192,121,24.24,Credit Card,Pending,20/07/2024,Tablet,iPhone,4G,5,Network Issue,5,No,REFERRAL,,192.19
CUST13112,Khadija Mohamud,Female,66,Galguduud,Berbera,+252 43 775 0942,khadija.mohamud168@gmial.com,Postpaid,Data Saver,5,17/12/2023,24.0,5.01,918,354,11.79 USD,CREDIT CARD,Overdue,04-23-2025,Tablet,Xiaomi,3G,4,SIM Swap,1,0,REFERRAL,REF9710,74.06
CUST14385,Bashir Mohamud,female,41,Jubbada Hoose,Mogadishu,0020 213 451,bashir.mohamud24@,PREPAID,Family Share,12,2022/04/08,6.0,3.26,774,127,18.23,Zaad,Paid,2024-05-12,Feature Phone,iPhone,4G,6,Billing Dispute,5,Yes,Call Center,REF7728,160.86
CUST17008,Osman Hussein,Male,53,banaadir,Jowhar,+252 07 858 1841,osman.hussein557@yahoo.com,Prepaid,Weekend Booster,2,2022-04-30,,1.1,819,282,3.09,EVC Plus,Overdue,2025/09/03,Mobile Hotspot,Samsung,4G LTE,13,None,,Y,CALL CENTER,,126.73
CUST19682,Sagal Dahir,Male,40,Hiiraan,Jowhar,0757036903,,Prepaid,Weekend Booster,2,2023/12/13,6.0,1.5,391,56,7.58,Credit Card,Failed,19-May-2024,Smartphone,,2G,12,Billing Dispute,5,Yes,  Online  ,REF9616,196.02
CUST13667,Farhan Warsame,Female,75,Togdheer,Burao,+252 86 469 5470,farhan.warsame597@,postpaid,Basic Talk,3,23/04/2021,12.0,0.7,1740,84,2.61,Cash,Overdue,30-May-2025,Mobile Hotspot,iPhone,2G,15,,4,0,Agent,,170.67
CUST13099,Hassan Yusuf,male,27,Gedo,Jowhar,0204 226 531,hassan.yusuf800@gmail.com,Postpaid,Weekend Booster,2,09/06/2021,0.0,2.27,516,177,7.16,Sahal,Paid,05/02/2026,Feature Phone,Nokia,2G,8,No Complaint,5,No,Online,,4.79
CUST11592,Muna Warsame,female,75,Bay,Kismayo,252536552205,muna.warsame294@gmial.com,prepaid,Data Saver,5,02-23-2021,0.0,0.55,257,308,5.65,Zaad,Overdue,2024/08/05,Tablet,Xiaomi,2G,2,Billing Dispute,5,No,AGENT,,59.39
CUST17358,Qamar Farah,male,47,BAY,Marka,252179267379,,Prepaid,Weekend Booster,2,23-Aug-2023,,0.88,1271,378,6.43,Cash,Overdue,03-10-2025,Smartphone,iPhone,3G,1,Billing Dispute,4,N,referral,,50.94
CUST16505,Rahma Guled,Female,44,Lower Shabelle,Berbera,+252 39 673 2302,rahma.guled679@,postpaid,Weekend Booster,2,25/10/2025,6.0,6.59,1482,353,8.29,Bank Transfer,Pending,2024/12/15,Mobile Hotspot,Infinix,3G,1,SIM Swap,3,Yes,Online,REF9048,131.48
CUST14998,Khadija Nur,male,66,Nugaal,Burao,+252 24 264 3685,khadija.nur767@gmial.com,Postpaid,Business Pro,20,2025/12/11,6.0,6.77,241,209,24.24 USD,Bank Transfer,Pending,,Tablet,Samsung,4G,4,SIM Swap,5,Y,Online,,169.58
CUST19667,Abdi Aden,F,33,Gedo,Marka,0836 568 084,abdi.aden818@yahoo.com,  Prepaid  ,Family Share,12,07-04-2021,,0.99,573,167,11.31,  Credit Card  ,Pending,22/02/2026,Mobile Hotspot,Huawei,3G,10,Slow Data,3,1,  Online  ,REF9777,169.94
CUST12638,Farhan Abdullahi,M,59,Hiiraan,Jowhar,0588376308,farhan.abdullahi689@gmail.com,Prepaid,Business Pro,20,2025-10-15,6.0,12.05,1380,439,26.16,SAHAL,Failed,,Tablet,iPhone,4G,14,Network Issue,,No,retail store,,21.91
CUST15614,Mohamed Sheikh,male,41,Jubbada Hoose,Mogadishu,252235708769,mohamed.sheikh771@yahoo.com,Postpaid,Business Pro,20,2024-01-28,12.0,2.19,2141,441,25.9,Cash,Overdue,09-Sep-2026,Feature Phone,Samsung,4G LTE,11,Call Drop,N/A,0,retail store,,186.99
CUST14567,Ikran Hussein,M,72,Mudug,Garowe,0134 519 411,,PREPAID,Unlimited Max,25,22-Nov-2024,0.0,1.0,2998,184,23.73,  EVC Plus  ,Failed,28/10/2026,Feature Phone,Nokia,4G LTE,15,Network Issue,5,Y,  Retail Store  ,,198.45
CUST15061,Yusuf Warsame,F,39,bay,Beledweyne,+252 64 812 5638,yusuf.warsame664@,Postpaid,Business Pro,20,02-23-2025,,10.24,679,76,25.87,ZAAD,Paid,11-07-2026,Mobile Hotspot,Itel,2G,5,Call Drop,N/A,Yes,Online,REF5324,35.54
CUST14024,Qamar Hassan,female,60,Bay,Bosaso,+252 29 507 9132,qamar.hassan658@,POSTPAID,Family Share,12,2025-03-30,,4.47,1758,91,12.34,EVC Plus,Failed,,Mobile Hotspot,iPhone,2G,1,Network Issue,5,No,Call Center,,-12.95
CUST14937,Kaltuun Ali,Male,27,Mudug,Garowe,0138 691 984,kaltuun.ali407@gmial.com,POSTPAID,Student Plan,4,2020/03/10,,3.37,2740,330,7.86,Sahal,Pending,2025/04/02,Smartphone,Huawei,2G,3,Call Drop,,N,Agent,,5.0
CUST14915,Bashir Sheikh,M,42,Togdheer,Baidoa,252392378109,bashir.sheikh812@hotmail.com,prepaid,Family Share,12,03-Nov-2021,0.0,9.93,2685,195,19.48,EVC Plus,Pending,25-Feb-2026,Smartphone,iPhone,3G,4,SIM Swap,4,0,Agent,REF4154,24.94
CUST12154,Samira Farah,M,49,Hiiraan,Berbera,+252 34 157 9192,samira.farah434@gmial.com,Postpaid,Basic Talk,3,2025-07-05,0.0,0.42,2298,181,1.75,CREDIT CARD,Paid,2025/05/03,Mobile Hotspot,Xiaomi,2G,14,Slow Data,5,No,agent,REF7034,11.35
CUST15298,Maryam Nur,M,27,Sanaag,Baidoa,+252 74 674 0308,maryam.nur126@hotmail.com,Postpaid,Weekend Booster,2,09-17-2023,12.0,2.24,2789,448,3.13,Bank Transfer,Failed,28/03/2026,Smartphone,Tecno,4G,10,SIM Swap,N/A,N,online,,189.5
CUST17703,Osman Farah,F,41,Togdheer,Marka,252489129998,osman.farah450@,Prepaid,Unlimited Max,25,2022/08/17,12.0,1.76,311,493,25.35,zaad,Pending,2024/06/07,Mobile Hotspot,Xiaomi,4G,1,Network Issue,N/A,No,  Referral  ,,23.51
CUST16987,Osman Warsame,Female,72,bay,Hargeisa,+252625706459,osman.warsame226@yahoo.com,PREPAID,Unlimited Max,25,08/02/2024,6.0,2.54,1998,100,25.02,Zaad,Overdue,30/01/2025,Feature Phone,Nokia,3G,15,No Complaint,4,No,Agent,,27.91
CUST16435,Amina Guled,M,30,Mudug,Garowe,+252 63 127 4560,amina.guled26@gmail.com,Postpaid,Data Saver,5,22-Feb-2021,,3.3,2189,440,8.08,  Sahal  ,Paid,2025-11-22,Smartphone,Itel,4G,9,No Complaint,N/A,0,ONLINE,REF2527,35.79
CUST14944,Layla Farah,F,53,Bari,Bosaso,0756 341 355,layla.farah322@hotmail.com,Prepaid,Family Share,12,07-26-2020,0.0,6.32,2527,242,16.57,BANK TRANSFER,Failed,04-11-2026,Feature Phone,Xiaomi,2G,10,No Complaint,2,No,Call Center,,101.43
CUST19302,Yusuf Farah,F,38,Lower Shabelle,Garowe,0072 393 383,yusuf.farah594@hotmail.com,  Postpaid  ,Student Plan,4,23-Jun-2024,,7.5,684,253,6.33,Zaad,Failed,2024/07/05,Smartphone,Tecno,4G,12,Network Issue,4,1,Online,,86.75
CUST15624,Jamal Elmi,M,65,Woqooyi Galbeed,Hargeisa,+252 97 677 4946,jamal.elmi387@gmial.com,  Prepaid  ,Weekend Booster,2,17/01/2025,12.0,0.2,2966,194,3.73,Credit Card,Overdue,,Mobile Hotspot,Huawei,2G,14,No Complaint,5,0,agent,REF8802,174.23
CUST14419,Layla Ahmed,female,51,Sanaag,Bosaso,0091 480 926,layla.ahmed550@hotmail.com,Postpaid,Weekend Booster,2,22/08/2021,24.0,0.78,608,392,3.45,Zaad,Overdue,2026/05/04,Smartphone,iPhone,2G,4,Network Issue,2,N,call center,,198.48
CUST11092,Kaltuun Aden,M,45,Lower Shabelle,Garowe,+252 72 685 0072,kaltuun.aden724@hotmail.com,Prepaid,Student Plan,4,2025-11-19,,3.74,2411,467,7.45,Credit Card,Overdue,2025-10-03,Tablet,Huawei,2G,9,Call Drop,N/A,N,  Online  ,,62.44
CUST18148,Hodan Cali,male,52,Nugaal,Mogadishu,252809060134,hodan.cali42@,Postpaid,Family Share,12,2025/07/12,,1.55,2894,79,17.25,Bank Transfer,Overdue,2025-12-06,Mobile Hotspot,Huawei,4G LTE,1,Call Drop,3,No,Online,REF1204,54.14
CUST10425,Liban Dahir,F,71,Togdheer,Berbera,252417159497,liban.dahir868@gmial.com,PREPAID,Data Saver,5,2025-12-28,0.0,3.19,1725,42,10.71,Credit Card,Pending,2024/03/17,Mobile Hotspot,Infinix,2G,11,None,2,N,Call Center,,161.99
CUST12974,Muna Farah,M,51,Nugaal,Baidoa,252617227732,muna.farah608@,Postpaid,Family Share,12,04-07-2020,6.0,1.94,1854,272,11.66,sahal,Paid,2026/05/15,Feature Phone,Tecno,4G,9,None,,N,online,REF3110,175.8
CUST11192,Hassan Elmi,Female,73,Galguduud,Kismayo,+252606082382,hassan.elmi17@gmail.com,Prepaid,Unlimited Max,$25.00,2025/05/27,12.0,1.7,2586,160,25.27,ZAAD,Paid,12/02/2024,Tablet,iPhone,3G,4,Billing Dispute,2,N,online,,38.94
CUST10157,Fatima Guled,M,42,Hiiraan,Berbera,0845 504 892,fatima.guled211@gmial.com,Postpaid,Weekend Booster,2,14/07/2024,0.0,5.74,1370,199,7.95,bank transfer,Paid,2025/10/01,Tablet,Infinix,2G,0,None,5,1,agent,REF7926,197.13
CUST16424,Hodan Aden,F,74,Banaadir,Mogadishu,+252938755083,hodan.aden934@,Prepaid,Family Share,12,01-06-2025,0.0,2.29,944,401,17.07,EVC Plus,Failed,,Mobile Hotspot,Huawei,2G,14,SIM Swap,5,No,Online,REF9216,153.61
CUST19002,Layla Jama,male,29,Togdheer,Berbera,+252450630677,layla.jama240@gmial.com,Prepaid,Family Share,12,2025-05-08,6.0,5.16,1069,321,16.63,Sahal,Paid,,Mobile Hotspot,Itel,4G LTE,8,Call Drop,5,N,Retail Store,,69.51
CUST19831,Muna Sheikh,female,23,Bari,Mogadishu,0429588767,,  Postpaid  ,Business Pro,20,02-Mar-2025,0.0,9.03,892,68,26.61,Credit Card,Failed,03-04-2026,Tablet,Huawei,4G,0,No Complaint,3,Y,Referral,,67.07
CUST15346,Faisal Mohamud,F,42,Sanaag,Marka,+252342445557,,Prepaid,Family Share,12,03-30-2025,24.0,0.06,278,82,13.75 USD,Bank Transfer,Paid,18-Feb-2025,Feature Phone,Xiaomi,2G,9,No Complaint,2,0,Retail Store,,171.72
CUST16128,Deeqa Ismail,M,24,Banaadir,Hargeisa,0384 361 762,deeqa.ismail402@gmial.com,  Prepaid  ,Weekend Booster,2,05-18-2022,,0.66,1425,51,4.52,Cash,Failed,22-Apr-2025,Tablet,Nokia,4G,7,,N/A,Y,Online,,165.45
CUST13706,Deeqa Guled,male,48,Mudug,Kismayo,+252720349206,deeqa.guled90@yahoo.com,Postpaid,Student Plan,4,2025-12-29,24.0,5.37,1008,418,4.82,ZAAD,Pending,04-20-2025,Feature Phone,Tecno,4G,5,Call Drop,,Y,Referral,REF7622,107.44
CUST16158,Ahmed Ahmed,Female,64,Nugaal,Burao,0944037025,ahmed.ahmed706@gmail.com,Prepaid,Weekend Booster,2,07-18-2023,0.0,0.58,1400,120,6.6 USD,Credit Card,Paid,2026-11-18,Mobile Hotspot,Itel,4G,8,Billing Dispute,1,1,Call Center,REF5671,13.57
CUST13709,Ahmed Ahmed,F,54,Nugaal,Beledweyne,+252515079596,,Postpaid,Family Share,12,04-25-2024,6.0,13.23,1710,240,-19.97,Cash,Paid,2025/05/05,Tablet,Itel,2G,7,No Complaint,3,Yes,Call Center,,21.11
CUST12599,Deeqa Nur,Male,33,Gedo,Baidoa,+252671117602,deeqa.nur870@,Prepaid,Unlimited Max,$25.00,16-Sep-2025,,0.57,2189,153,23.95,Bank Transfer,Failed,09-Jun-2024,Tablet,Samsung,4G LTE,3,Billing Dispute,3,No,Agent,,43.39
CUST14535,Warsame Aden,Male,31,Lower Shabelle,Hargeisa,0089 682 235,warsame.aden808@hotmail.com,Prepaid,Family Share,12,20-Jan-2021,24.0,3.55,1183,0,14.8,Sahal,Overdue,19/11/2024,Tablet,iPhone,2G,1,Billing Dispute,4,1,Online,REF9969,139.42
CUST16287,Said Hussein,female,53,Nugaal,Marka,252266729735,said.hussein329@gmail.com,  Prepaid  ,Business Pro,20,10-27-2022,12.0,2.26,2946,187,21.34,Bank Transfer,Pending,2025/04/01,Smartphone,Tecno,4G LTE,3,No Complaint,5,Yes,Referral,,9.34
CUST19386,Qamar Abdullahi,male,49,Gedo,Jowhar,+252515911592,qamar.abdullahi880@hotmail.com,Postpaid,Unlimited Max,25,31-Oct-2024,6.0,9.74,2943,99,-28.04,  Cash  ,Paid,03/01/2024,Smartphone,Itel,2G,9,Billing Dispute,N/A,0,AGENT,REF3094,153.01
CUST18346,Amina Guled,female,40,Gedo,Galkayo,252672864800,amina.guled383@gmail.com,Prepaid,Student Plan,4,2025-01-02,24.0,6.67,176,111,9.9 USD,Credit Card,Overdue,,Feature Phone,Itel,3G,4,Call Drop,3,No,ONLINE,REF5894,115.3
CUST10009,Amina Hussein,F,44,Mudug,Jowhar,252214895134,amina.hussein151@gmail.com,prepaid,Business Pro,20,25-Oct-2020,,4.93,2852,196,23.93,EVC Plus,Paid,24/03/2025,Mobile Hotspot,iPhone,2G,14,Billing Dispute,N/A,N,Call Center,,189.01
CUST14095,Sagal Elmi,M,23,Galguduud,Berbera,+252220238461,sagal.elmi799@,  Postpaid  ,Student Plan,4,2024-03-07,,2.5,621,126,5.91 USD,Credit Card,Paid,09/04/2026,Smartphone,Infinix,4G,13,Billing Dispute,4,N,call center,REF1804,62.97
CUST12387,Liban Dahir,female,37,Galguduud,Marka,0173931697,liban.dahir868@yahoo.com,Postpaid,Unlimited Max,25,07-Jan-2025,,3.68,2344,388,31.75,Sahal,Paid,03-09-2026,Feature Phone,Nokia,3G,7,None,1,Yes,Call Center,REF7996,59.32
CUST13385,Ibrahim Abdullahi,F,37,lower shabelle,Berbera,0020549749,ibrahim.abdullahi908@,  Postpaid  ,Family Share,12,05-04-2020,,8.45,1366,182,21.06,Bank Transfer,Failed,05-17-2025,Tablet,iPhone,2G,7,No Complaint,N/A,1,Call Center,,93.08
CUST13996,Hibaq Ahmed,female,58,Mudug,Beledweyne,+252 83 156 9120,hibaq.ahmed682@gmail.com,Prepaid,Business Pro,20,01-14-2023,6.0,1.63,186,97,23.79,  Zaad  ,Paid,2024/03/22,Mobile Hotspot,Tecno,2G,9,Slow Data,2,0,retail store,,167.66
CUST17857,Bashir Osman,M,33,Galguduud,Garowe,0863 629 485,bashir.osman315@yahoo.com,Postpaid,Basic Talk,3,06-09-2021,0.0,1.05,1026,168,1.77,Bank Transfer,Pending,2026/01/10,Tablet,Nokia,4G LTE,13,SIM Swap,4,1,CALL CENTER,,154.79
CUST13940,Sahra Cali,Female,62,Shabeellaha Hoose,Mogadishu,+252147061761,sahra.cali839@hotmail.com,Postpaid,Business Pro,20,11-Jan-2025,12.0,5.66,335,356,21.41,ZAAD,Pending,2026/05/12,Feature Phone,Xiaomi,4G LTE,12,No Complaint,1,Y,Retail Store,,67.97
CUST13729,Kaltuun Elmi,male,67,bay,Garowe,0617 010 281,kaltuun.elmi881@,Postpaid,Family Share,12,02-23-2025,24.0,3.62,944,46,15.65,Bank Transfer,Overdue,2026/10/02,Tablet,iPhone,2G,13,Billing Dispute,3,No,Call Center,,78.25
CUST16518,Waris Warsame,M,20,Bay,Baidoa,0026 335 658,,Prepaid,Business Pro,20,24-Jan-2021,6.0,15.8,1900,88,26.8,Cash,Pending,22/04/2026,Mobile Hotspot,Tecno,3G,3,No Complaint,3,Yes,Agent,,134.58
CUST11880,Ubah Nur,Female,75,bay,Kismayo,+252400174259,ubah.nur269@,Prepaid,Weekend Booster,2,20-May-2022,0.0,4.67,664,375,9.12,Bank Transfer,Overdue,02-08-2024,Feature Phone,Huawei,4G,0,Call Drop,,Y,Referral,,150.23
CUST13975,Samira Mohamud,M,63,Galguduud,Bosaso,0786 441 268,samira.mohamud538@yahoo.com,Prepaid,Student Plan,4,18/08/2025,12.0,9.38,33,405,8.78,SAHAL,Pending,24/08/2026,Mobile Hotspot,Samsung,4G LTE,9,No Complaint,3,1,Referral,,103.75
CUST12392,Tarik Guled,F,20,Gedo,Garowe,252554812443,tarik.guled892@gmail.com,Postpaid,Family Share,12,2021/05/29,6.0,2.25,1840,88,11.78,bank transfer,Paid,2024-05-26,Smartphone,iPhone,4G,5,Network Issue,1,Yes,referral,,102.78
CUST15149,Halima Ali,Male,37,Gedo,Mogadishu,0637 431 877,halima.ali404@,Prepaid,Data Saver,5,19-Oct-2023,0.0,0.56,2738,194,9.78 USD,Zaad,Overdue,,Smartphone,Tecno,2G,11,Billing Dispute,4,N,Referral,,41.04
CUST17545,Rahma Cali,Male,65,Galguduud,Burao,+252392253351,rahma.cali335@yahoo.com,postpaid,Data Saver,5,2025/10/15,6.0,0.19,2759,7,10.09,Sahal,Pending,28-Sep-2024,Feature Phone,,4G,11,Slow Data,5,Yes,online,REF8624,83.01
CUST13264,Said Osman,Female,17,Benadir,Berbera,+252 07 106 7903,said.osman349@yahoo.com,Postpaid,Business Pro,20,18/08/2025,6.0,6.3,1736,0,22.8 USD,Bank Transfer,Failed,2026-12-22,Tablet,Infinix,3G,11,SIM Swap,5,Y,Referral,,23.26
CUST13778,Khadija Dahir,male,70,Jubbada Hoose,Garowe,+252 69 197 6739,khadija.dahir373@gmial.com,Postpaid,Basic Talk,3,20/04/2022,6.0,4.28,1145,174,8.79,  Sahal  ,Overdue,03-Dec-2025,Tablet,Tecno,2G,9,No Complaint,,Y,Referral,,68.76
CUST11509,Warsame Dahir,F,20,Gedo,Berbera,+252 91 228 6731,warsame.dahir124@gmial.com,Postpaid,Data Saver,5,2023-07-30,12.0,5.79,2064,28,-11.78,  EVC Plus  ,Pending,2024/01/27,Mobile Hotspot,Huawei,3G,1,Network Issue,5,0,Agent,,138.37
CUST14380,Khadija Sheikh,female,36,Nugaal,Galkayo,+252 98 932 6076,khadija.sheikh700@,Prepaid,Basic Talk,3,2020/01/19,,0.26,1938,487,5.93,Sahal,Paid,03-04-2026,Tablet,Huawei,3G,13,SIM Swap,5,Yes,agent,,116.21
CUST15693,Zainab Sheikh,Male,31,BAY,Hargeisa,+252 47 880 4634,zainab.sheikh776@gmial.com,Postpaid,Weekend Booster,2,2022/10/16,24.0,3.6,1330,16,7.45,Credit Card,Failed,,Feature Phone,Infinix,2G,4,Network Issue,,No,call center,,96.73
CUST15201,Hodan Osman,female,64,Bari,Bosaso,0966 166 557,hodan.osman467@gmial.com,Prepaid,Student Plan,4,30-Jun-2020,12.0,16.29,1071,438,12.79,Credit Card,Overdue,,Mobile Hotspot,Tecno,4G,3,Call Drop,1,No,Retail Store,REF3183,91.94
CUST14303,Tarik Sheikh,male,20,Banaadir,Mogadishu,0675 427 956,tarik.sheikh553@gmail.com,Prepaid,Weekend Booster,2,01-Jun-2025,12.0,3.53,1957,276,5.9,EVC Plus,Paid,31-Jul-2024,Mobile Hotspot,Infinix,3G,4,None,2,0,  Online  ,,-2.98
CUST14506,Jamal Ali,F,49,Lower Shabelle,Galkayo,252171207681,jamal.ali38@,PREPAID,Family Share,12,27-Mar-2022,6.0,5.31,1541,167,18.9,EVC PLUS,Pending,09/08/2026,Mobile Hotspot,Nokia,4G LTE,12,,2,No,Retail Store,,16.05
CUST15600,Khadija Xasan,Female,52,Jubbada Hoose,Jowhar,252523341842,khadija.xasan352@yahoo.com,Prepaid,Student Plan,4,29-Jan-2025,12.0,1.25,881,241,6.35,EVC Plus,Paid,2026/08/27,Smartphone,Samsung,4G,14,Billing Dispute,5,N,Online,REF2308,175.55
